"FRS Link CSV","Cleanup Name","Location Address","City Name","State Code","Postal Code","County Name","EPA ID","Brownfields Link CSV","RCRA Link CSV","Superfund Link CSV","ECHO Link CSV","Response Link CSV","Map Site CSV"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000315935","KAMAN AEROSPACE","100 S. MAIN ST.","MOOSUP","CT","06354","WINDHAM","CTD065529158","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22CTD065529158%22","","https://echo.epa.gov/detailed-facility-report?fid=110000315935","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.7105 -71.88165"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000316248","TRADEBE TREATMENT & RECYCLING","136 GRACEY AVE.","MERIDEN","CT","06451","NEW HAVEN","CTD021816889","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22CTD021816889%22","","https://echo.epa.gov/detailed-facility-report?fid=110000316248","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.55284 -72.79306"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000316836","VON ROLL USA INC NEW HAVEN","166 CHAPEL ST","NEW HAVEN","CT","06513","NEW HAVEN","CTD041054602","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22CTD041054602%22","","https://echo.epa.gov/detailed-facility-report?fid=110000316836","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.30405 -72.89806"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000324097","FOSROC INC","55 SKYLINE DRIVE","PLAINVIEW","NY","11803","NASSAU","NYD052783396","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22NYD052783396%22","","https://echo.epa.gov/detailed-facility-report?fid=110000324097","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.787099 -73.466816"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000325602","SOLVENT AND PETROLEUM SERVICE INC.-SYRA","1405 BREWERTON RD.","SYRACUSE","NY","13208","ONONDAGA","NYD013277454","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22NYD013277454%22","","https://echo.epa.gov/detailed-facility-report?fid=110000325602","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.08761 -76.1508"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000335600","REILLY PLATING CO INC","130 ALDEN RD","NANTICOKE","PA","18634","LUZERNE","PAD050919901","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD050919901%22","","https://echo.epa.gov/detailed-facility-report?fid=110000335600","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.19214 -76.01197"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000335824","AMETEK INC. U.S. GAUGE DIV.","900 CLYMER AVE.","SELLERSVILLE","PA","18960","BUCKS","PAD002342236","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD002342236%22","","https://echo.epa.gov/detailed-facility-report?fid=110000335824","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.356529 -75.296819"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000337715","BROOKS INSTRUMENT DIV","407 W. VINE ST.","HATFIELD","PA","19440","MONTGOMERY","PAD002482628","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD002482628%22","","https://echo.epa.gov/detailed-facility-report?fid=110000337715","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.27072 -75.29883"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000338233","NGK METALS CORP","150 TUCKERTON RD","READING","PA","19605","BERKS","PAD044540136","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD044540136%22","","https://echo.epa.gov/detailed-facility-report?fid=110000338233","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.403175 -75.935687"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000338812","AMETEK INC CHEMICAL PRODUCTS DIVISION","900 GREENBANK ROAD","WILMINGTON","DE","19808","NEW CASTLE","DED061805487","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22DED061805487%22","","https://echo.epa.gov/detailed-facility-report?fid=110000338812","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:39.73183 -75.6359"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341256","TE CONNECTIVITY ROCHESTER WIRE & CABLE","751 OLD BRANDY RD","CULPEPER","VA","22701","CULPEPER","VAD059174367","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22VAD059174367%22","","https://echo.epa.gov/detailed-facility-report?fid=110000341256","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:38.47905 -77.98369"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000342460","HONEYWELL INTERNATIONAL INC - CHESTERFIELD","4101 BERMUDA HUNDRED ROAD","CHESTER","VA","23836","CHESTERFIELD","VAD023690183","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22VAD023690183%22","","https://echo.epa.gov/detailed-facility-report?fid=110000342460","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:37.33963 -77.2884"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000326610","CWM CHEMICAL SERVICES - MODEL CITY SITE","1550 BALMER RD","MODEL CITY","NY","14107","NIAGARA","NYD049836679","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22NYD049836679%22","","https://echo.epa.gov/detailed-facility-report?fid=110000326610","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.22781 -78.971889"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000329617","CALGON CARBON CORP/NEVILLE ISLAND PLT","200 NEVILLE RD","PITTSBURGH","PA","15225","ALLEGHENY","PAD000736942","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD000736942%22","","https://echo.epa.gov/detailed-facility-report?fid=110000329617","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.492329 -80.079626"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000329644","NEVILLE CHEM CO/PGH","2800 NEVILLE ROAD","PITTSBURGH","PA","15225","ALLEGHENY","PAD004334157","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD004334157%22","","https://echo.epa.gov/detailed-facility-report?fid=110000329644","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.502778 -80.099167"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000330240","ROBERTSHAW CONTROLS COMPANY INVENSYS CONTROLS DBA","1 SIEBE DR.","NEW STANTON","PA","15672","WESTMORELAND","PAD004316832","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD004316832%22","","https://echo.epa.gov/detailed-facility-report?fid=110000330240","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.228048 -79.619258"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000330473","MERSEN USA/ST MARYS","1032 TROUT RUN RD.","SAINT MARYS","PA","15857","ELK","PAD000739631","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD000739631%22","","https://echo.epa.gov/detailed-facility-report?fid=110000330473","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.42563 -78.52567"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000331374","ELLWOOD NATIONAL FORGE CO","1 FRONT ST","IRVINE","PA","16329","WARREN","PAD002101418","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD002101418%22","","https://echo.epa.gov/detailed-facility-report?fid=110000331374","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.841555 -79.27005"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000332220","AMERICAN REFINING GROUP INC","77 NORTH KENDALL AVENUE","BRADFORD","PA","16701","MCKEAN","PAD000780171","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD000780171%22","","https://echo.epa.gov/detailed-facility-report?fid=110000332220","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.965472 -78.633108"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000332916","ARCELORMITTAL STEELTON LLC","215 SOUTH FRONT STREET","STEELTON","PA","17113","DAUPHIN","PAD003026531","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD003026531%22","","https://echo.epa.gov/detailed-facility-report?fid=110000332916","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.23258 -76.83645"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000333407","CATERPILLAR CONST EQUIP MFG","600 MEMORY LN","YORK","PA","17402","YORK","PAD005569538","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD005569538%22","","https://echo.epa.gov/detailed-facility-report?fid=110000333407","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:39.980642 -76.686139"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000333791","C & D TECH","82 EAST MAIN STREET","LEOLA","PA","17540","LANCASTER","PAD056771405","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD056771405%22","","https://echo.epa.gov/detailed-facility-report?fid=110000333791","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.0898 -76.17564"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000334790","HUNTSMAN PIGMENTS AMERICAS LLC","1525 WOOD AVE","EASTON","PA","18045","NORTHAMPTON","PAD002391548","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD002391548%22","","https://echo.epa.gov/detailed-facility-report?fid=110000334790","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.694726 -75.234579"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000334932","BETHLEHEM APPARATUS CO INC","890 FRONT ST.","HELLERTOWN","PA","18055","NORTHAMPTON","PAD002390961","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD002390961%22","","https://echo.epa.gov/detailed-facility-report?fid=110000334932","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.58128 -75.34289"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000335209","PRIOR COATED METALS","2233 26TH STREET S.W.","ALLENTOWN","PA","18103","LEHIGH","PAD056602923","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD056602923%22","","https://echo.epa.gov/detailed-facility-report?fid=110000335209","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.56683 -75.47781"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000342889","ROANOKE ELECTRIC STEEL CORPORATION","102 WESTSIDE BOULEVARD","ROANOKE","VA","24017","ROANOKE CITY","VAD003122553","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22VAD003122553%22","","https://echo.epa.gov/detailed-facility-report?fid=110000342889","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:37.27251 -79.99861"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000343370","BALL METAL BEVERAGE CONTAINER CORPORATION - BRISTOL","750 OLD ABINGDON HWY.","BRISTOL","VA","24201","BRISTOL","VAD055576326","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22VAD055576326%22","","https://echo.epa.gov/detailed-facility-report?fid=110000343370","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:36.620361 -82.159403"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000368138","NATIONAL COPPER LLC","3333 STANWOOD BLVD.","HUNTSVILLE","AL","35811","MADISON","ALD079109013","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22ALD079109013%22","","https://echo.epa.gov/detailed-facility-report?fid=110000368138","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.78232 -86.53425"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000368263","GIANT REOURCE RECOVERY-ATTALLA INC","1229 VALLEY DR.","ATTALLA","AL","35954","ETOWAH","ALD070513767","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22ALD070513767%22","","https://echo.epa.gov/detailed-facility-report?fid=110000368263","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.08509 -86.02494"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000371204","OLIN CORP CHARLESTON PLANT","1186 LOWER RIVER ROAD","CHARLESTON","TN","37310","BRADLEY","TND003337292","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22TND003337292%22","","https://echo.epa.gov/detailed-facility-report?fid=110000371204","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:35.30749 -84.78167"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000376771","SAFETY KLEEN SYSTEMS, INC.","120 RICHARDSON DR.","JACKSON","MS","39209","HINDS","MSD000776765","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22MSD000776765%22","","https://echo.epa.gov/detailed-facility-report?fid=110000376771","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.35418 -90.25629"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000377967","SAFETY-KLEEN SYSTEMS, INC. -  SMITHFIELD RECYCLE CENTER","3700 LAGRANGE ROAD","SMITHFIELD","KY","40068","HENRY","KYD053348108","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22KYD053348108%22","","https://echo.epa.gov/detailed-facility-report?fid=110000377967","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:38.43196 -85.23487"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000381159","COLLIS INC","1101 W. PARK RD.","ELIZABETHTOWN","KY","42701","HARDIN","KYD057591133","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22KYD057591133%22","","https://echo.epa.gov/detailed-facility-report?fid=110000381159","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:37.686151 -85.896481"
